video,SI,TI,TI_2,E,h,h_2,SC,TC,TC_2
0001,29.863553453125,9.6445066875,11.969204128125,8.654434339062501,1.6080481524999999,2.098493765625,8.654434339062501,4.9689756874999995,5.66493475625
0002,82.905429734375,9.4663218459375,16.827176613749998,35.48594934375,1.171512268671875,1.928786466875,35.48594934375,11.18575493890625,18.651049058906253
0003,102.49624878124999,17.841932453125,27.422790640625003,38.070611109374994,1.7770900687500002,2.3286419953125,38.070611109374994,21.9020095625,24.854627796875
0004,34.0093698125,37.428741515625006,48.756636296875,15.68346821875,3.4239169828125,4.8049645171875,15.68346821875,11.4464595859375,12.795315171875
0005,76.20534471875,16.045021093749998,22.355691234375,25.03661040625,1.9058112781249998,3.0021981703125,25.03661040625,13.2567170703125,15.4802464609375
0006,54.311254265624996,8.658141140625,12.688064632812502,27.580881328125,0.8785085417187499,1.22692271875,27.580881328125,11.5175566171875,13.659719320312501
0007,51.874931000000004,23.676206453125,29.32907828125,15.3580621015625,3.7672855046875,5.775453421875,15.3580621015625,11.8985859453125,13.4492028828125
0008,69.56180796875,9.7377256484375,15.361636500000001,33.04605314062499,0.93295131734375,1.2303312468749998,33.04605314062499,13.5490940859375,17.27881671875
0009,22.939068359375,1.1848596921875,2.1424332903125,6.801831034375001,0.16424937075,0.298015692921875,6.801831034375001,1.3226620167187502,2.2834558203125
0010,16.875875390625,0.8476692640625001,1.2812181109375,0.75734016640625,0.049029446578125,0.07447048140625001,0.75734016640625,0.25350027750000004,0.32785142984375004
0011,71.798569125,14.1930963125,19.806274734375002,22.759383375,1.7168602046875,2.7862715906249997,22.759383375,11.525489929687499,13.9328241796875
0012,95.32930679687502,6.9735089875,11.65555421875,38.391328671875,1.12180256703125,1.612532753125,38.391328671875,11.6511969453125,15.430681296875001
0013,37.896412734375005,11.7987940859375,14.871071453124998,8.887884,1.1874847953124998,1.7564125359375,8.887884,5.63225444375,6.258867940625
0014,49.883005203125,15.915689437500001,19.71178934375,19.223274546875,1.8735002359375,2.97832685625,19.223274546875,13.5114286875,14.7815124921875
0015,47.498434703125,8.8808735978125,15.3958831015625,20.11504878125,1.1631973088984373,2.1730512328125,20.11504878125,7.9376912728125,12.997956359375
0016,64.79328454687501,14.44376946875,23.5742875,47.1947425625,1.5179119796875002,1.9198824921875,47.1947425625,23.8666329375,29.295587484374998
0017,39.870008859375005,22.368035328124996,29.697918578125,11.6036704625,3.0335844046875,4.67299826875,11.6036704625,9.319657485937501,10.447092120312501
0018,38.488516453125,6.286437881484375,11.985404124687498,17.824289771875,0.9835120625812499,1.8840278584531251,17.824289771875,1.67283902921875,2.89353205046875
0019,36.1838604375,13.299389546875,14.720617328125002,11.135691734374998,3.6528680390625,4.2797563125,11.135691734374998,9.027334468749999,9.2625925546875
0020,70.16508221875,3.4976206375000003,5.8937984109374995,21.81113784375,0.66995044359375,0.8076337381250001,21.81113784375,5.0490946109375,7.186971431249999
0021,67.058741921875,2.99113612765625,5.7087215659375,21.492705171875002,0.25916312882656256,0.480633781953125,21.492705171875002,3.53065236515625,6.558771172968751
0022,83.84702931249998,19.327456640624998,26.0292686875,25.153929015625,1.659993165,2.8226766562499996,25.153929015625,14.8075631015625,16.774659125
0023,22.3888823125,19.6255132290625,27.55043565625,6.87158599375,1.8224902529062499,2.69002605625,6.87158599375,5.02462664,5.9919990109375
0024,107.516068484375,2.9123611629687503,4.661146728125,49.989068265625,0.440199160390625,0.7528063746875,49.989068265625,2.749510705625,4.3124737015625
0025,113.774598046875,44.13569840625,48.38632553125,53.607385515625,9.717815014062499,14.415507367187502,53.607385515625,42.68958940625,46.331993390625
0026,77.470549828125,10.3912460828125,13.1538960390625,35.187903859375,1.2275577325000002,1.6291654515625,35.187903859375,11.577378315625001,13.352382210937499
0027,95.337717,6.5764500078125,8.388389624999999,27.268896203125003,0.8071057015624999,1.1144079535937501,27.268896203125003,6.050388928125,7.8715092765625
0028,54.96396239062501,18.73367864953125,27.441034671875002,15.033261382812501,2.62833481078125,4.517163370312499,15.033261382812501,8.919295141093748,12.538286796875
0029,49.54957962500001,38.3251365,47.1243899375,21.327363890625,7.3030362859375,10.276084201562501,21.327363890625,18.4075639375,20.049173375
0030,43.0286354375,22.298595765625002,25.962983343749997,16.15724046875,2.376730571875,3.5709592656250004,16.15724046875,11.4663636171875,12.4207309375
0031,73.02711029687501,27.030826453125,31.347953234374998,30.821777828125,4.200124628125,6.899672584375,30.821777828125,21.891222062500002,24.43732790625
0032,15.0336752578125,0.7448630468124999,1.276941389375,3.800541090625,0.126881909359375,0.217964295296875,3.800541090625,0.91707820296875,1.43966398625
0033,48.07284621875,22.550512109375,30.361808828125,13.8860024296875,2.633090525,4.050970909375,13.8860024296875,9.5817613828125,10.879172031249999
0034,81.693696625,26.209952046875,33.592644265625,29.228285,3.80549400625,6.0445318750000006,29.228285,19.991760156250002,22.32501528125
0035,29.456409375,2.6193219664843754,4.93954380828125,3.6187901937499998,0.24712748623437503,0.44966718946875006,3.6187901937499998,1.077589584375,1.8787827378125
0036,74.68548914062501,18.6595366484375,26.0059234375,24.415491171875,2.133214646875,3.5187005203125,24.415491171875,14.0900662109375,16.2208065390625
0037,85.947766375,38.0628933125,45.3429069375,31.1382486875,7.535561609375,11.71859775,31.1382486875,25.0282656875,28.35262090625
0038,83.256025390625,6.9124320968749995,10.0768921015625,50.382768609375,1.5384033785937499,1.860339703125,50.382768609375,13.6703167265625,17.92495925
0039,31.48199571875,8.295427103125,11.4786975078125,9.876931203125,1.2211940543750002,1.71206892046875,9.876931203125,6.890735273437501,7.572639071875
0040,43.271334046875,5.272047635937501,9.374637674999999,13.836903703125001,0.69420398921875,1.1172050921875,13.836903703125001,5.169726582812499,6.78410654375
0041,24.89433125,15.0409134375,22.669045703125,12.0207749453125,1.3023313375,2.1209359562500003,12.0207749453125,8.1546981484375,9.0669960703125
0042,30.952173609375002,19.834365046875,26.952053640625,7.76875163125,2.511555225,3.8974772734375,7.76875163125,6.5928349296875,7.412483615625
0043,49.863834875,10.135023771875002,13.698858148437498,11.1145683515625,0.8344737009375001,1.29678869984375,11.1145683515625,2.8538721796875,3.4525490828125
0044,35.173165734375004,4.78347712453125,7.4123972946875,2.473480713125,0.45254795053124997,0.756966611796875,2.473480713125,0.7167354548906251,1.07101870346875
0045,46.294271406250004,4.1596158125,6.849827584374999,7.957794032812501,0.63585342390625,1.08645968859375,7.957794032812501,2.648745409375,3.8609507953124997
0046,41.676044796875004,20.04265845890625,20.51705121875,16.750828124999998,4.945607013281251,5.1784772921875,16.750828124999998,11.583755253125002,12.165679351562499
0047,80.987936265625,32.685086890625,37.325539640624996,28.047880546875,5.1013485140625,7.9664899531249995,28.047880546875,21.047595109375,23.930509953125
0048,48.375213453125,6.938908821875,13.1571364609375,15.5065587734375,0.86917495515625,1.64424225,15.5065587734375,4.29567588,7.9979317015625
0049,31.663091328125002,5.6954801562499995,8.97572359375,9.793919039062501,0.6733732232812499,1.0748247421875,9.793919039062501,5.059154801562499,5.973519459375
0050,87.365019484375,23.900525,29.97876525,38.460030015625,2.110495634375,3.1913814421874998,38.460030015625,24.734509546875,26.7975056875
0051,54.30713725,9.6739775546875,13.816801851562499,18.369702578125,1.0855232657812501,1.657714359375,18.369702578125,5.670933073437499,7.12154599375
0052,29.329382437499998,4.1474665265625,6.1103456000000005,9.558206546874999,0.46533058875,0.72621618671875,9.558206546874999,4.8389999140625,5.5851140828125
0053,32.069096,18.634163953125,25.667925453125,7.863982900000001,1.8693274671875,3.01718803125,7.863982900000001,5.5003725249999995,6.36313618125
0054,102.231231234375,11.051729715625001,16.5872294765625,51.256983703124995,1.8001933109375,2.6410836578124997,51.256983703124995,19.0918809375,24.875510703125002
0055,24.5040999375,17.976611578125002,25.622458781249996,5.9378999546875,1.9801848703124998,3.028185125,5.9378999546875,5.09559774375,5.6648889375
0056,37.189000125,12.9889513046875,19.301097171875,12.4573086328125,1.4944321,2.3362462484375,12.4573086328125,7.4508949453125,8.648895656250001
0057,58.014496015625,23.8513375625,27.44614896875,19.3713809375,4.82782906875,7.11265168125,19.3713809375,15.963989148437498,17.46793246875
0058,39.817905046875,19.995311785937503,26.0270468203125,11.336087125,3.0694541167187497,4.6191961171875,11.336087125,8.8720923390625,10.099853451562499
0059,18.118839921875,1.429012381640625,2.6772115226562496,2.9202086312499995,0.12313532379375,0.23027009515625,2.9202086312499995,0.704004639453125,1.29181610303125
0060,25.929890171874998,3.61601165625,5.5692855296875,5.6788540375,0.633211905,1.04997650265625,5.6788540375,2.7923587328124997,3.337626084375
0061,46.095478671875,16.06197240625,22.797283203124998,12.980490437499999,1.71473966875,2.8354107578125003,12.980490437499999,8.78939109375,9.8801605703125
0062,41.100688796875,2.93300003125,5.0198801828125,13.591175843750001,0.45837688359375,0.5281501593750001,13.591175843750001,3.0463537421874998,4.1445442515625
0063,75.1314091875,17.9058465,22.778670765625,28.963297328125,2.4970728624999996,3.8108624546875003,28.963297328125,17.05435275,19.433474515625
0064,36.369557515625,2.1780270799999997,4.282657209765625,1.11840212953125,0.0876432545578125,0.169266008425,1.11840212953125,0.28869348996875,0.548435987765625
0065,28.773645234375,4.086142553125,6.0994467624999995,11.41994928125,0.43622984546875,0.6466520807812499,11.41994928125,4.8848178953125,5.855331823437499
0066,50.913961359374994,0.6550323040625,1.0314840984375,8.738927984375,0.0341103464171875,0.051892859390625,8.738927984375,0.34597887774999997,0.5281303390625001
0067,22.065866999999997,10.81774514734375,18.055905176874997,5.191875595312499,0.87841374228125,1.4094541317187501,5.191875595312499,3.1413297403125,3.7946280395312497
0068,18.479531468750004,2.95061312109375,4.60933645703125,2.8211936187499997,0.2149744393046875,0.3531645215390625,2.8211936187499997,1.331432689171875,1.55853495296875
0069,58.372093328125,7.620757409375001,11.803767632812498,16.3776795,0.8710069371875,1.316325090625,16.3776795,6.7294872796875005,8.305693703125
0070,74.205253671875,34.053632390625005,39.2848475,23.583712234375,8.695834935937501,12.497462171875,23.583712234375,21.03262821875,23.872807890624998
